priority,issue_type,suggested_action,tag_example,row,country,store,status,note,google_name,google_link,detail
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,2,加拿大,3175 Rutherford Rd,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.8280793,-79.5371401,17z/data=!3m1!4b1!4m6!3m5!1s0x882b2f85937f3a1d:0x762576c7c5640c1b!8m2!3d43.8280793!4d-79.5371401!16s%2Fg%2F11z3w8gdb1?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,3,加拿大,374 Yonge st,已查询,,COTTI COFFEE,"https://www.google.com/maps/place/COTTI+COFFEE/@43.6588244,-79.3821355,17z/data=!3m1!4b1!4m6!3m5!1s0x882b3561a1bf4c89:0xde0a2caed996c678!8m2!3d43.6588244!4d-79.3821355!16s%2Fg%2F11v6stqb51?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,5,加拿大,70 Valleywood Dr,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.8549666,-79.3657325,17z/data=!3m1!4b1!4m6!3m5!1s0x89d4d5734047a1b5:0x49a461fd63afbdde!8m2!3d43.8549666!4d-79.3657325!16s%2Fg%2F11z1_64yc4?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,6,加拿大,9125 Airport Rd,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.7464955,-79.6977111,17z/data=!3m1!4b1!4m6!3m5!1s0x882b3d4dc34a68b3:0xbe9d44616e89fbf8!8m2!3d43.7464955!4d-79.6977111!16s%2Fg%2F11ys20xnsv?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,7,加拿大,Bay & Gerrard,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.6581592,-79.4680881,12z/data=!3m1!5s0x882b34cb16c0c26d:0x3b0f69d20016df18!4m10!1m2!2m1!1sCotti+Coffee+Bay+%26+Gerrard+Canada!3m6!1s0x882b3532ebcac409:0x4efb0687cdfc0b40!8m2!3d43.6581592!4d-79.3856906!15sCiFDb3R0aSBDb2ZmZWUgQmF5ICYgR2VycmFyZCBDYW5hZGFaIyIhY290dGkgY29mZmVlIGJheSAmIGdlcnJhcmQgY2FuYWRhkgELY29mZmVlX3Nob3CaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhzYjJGRVZsSlBSR1JQVjFWR2IwNUZZekJZTVU1S1lrTXdNMUpWUlJBQuABAPoBBQiHBBAj!16s%2Fg%2F11l1ykmqcb?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,8,加拿大,Cherryhill Village Mall,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@42.9902397,-81.2777359,17z/data=!3m1!4b1!4m6!3m5!1s0x882ef1004c5e1a7b:0x867846002a1e186!8m2!3d42.9902358!4d-81.275161!16s%2Fg%2F11n3kph43m?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,9,加拿大,Dufferin Mall,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.6562281,-79.4381522,17z/data=!3m1!4b1!4m6!3m5!1s0x882b35f62a0f9873:0xe89f91859bc17325!8m2!3d43.6562242!4d-79.4355773!16s%2Fg%2F11z2357njj?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,10,加拿大,Fairview Mall,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE,https://www.google.com/maps/search/Cotti+Coffee+Fairview+Mall+Canada,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,10,加拿大,Fairview Mall,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE,https://www.google.com/maps/search/Cotti+Coffee+Fairview+Mall+Canada,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,11,加拿大,Golden Square,已查询,,Cotti Coffee,"https://www.google.com/maps/place/Cotti+Coffee/@43.567757,-79.6641189,17z/data=!3m2!4b1!5s0x882b414885908471:0x47d4351feb8915d2!4m6!3m5!1s0x882b41389f9f0311:0xa55ea54bdc624d39!8m2!3d43.567757!4d-79.661544!16s%2Fg%2F11m6h61nl6?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,12,加拿大,Hillcrest Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Hillcrest+Mall+Canada,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,12,加拿大,Hillcrest Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Hillcrest+Mall+Canada,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,13,加拿大,Lansdowne Centre,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Lansdowne+Centre+Canada,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,13,加拿大,Lansdowne Centre,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Lansdowne+Centre+Canada,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,14,加拿大,Lougheed Shopping Centre,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Lougheed+Shopping+Centre+Canada,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,14,加拿大,Lougheed Shopping Centre,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Lougheed+Shopping+Centre+Canada,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,15,加拿大,Markville Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Markville+Mall+Canada,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,15,加拿大,Markville Mall,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Markville+Mall+Canada,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,16,加拿大,Midland & Finch,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Midland+%26+Finch+Canada,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,16,加拿大,Midland & Finch,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Midland+%26+Finch+Canada,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,18,加拿大,The Well,已查询,,COTTI COFFEE,"https://www.google.com/maps/place/COTTI+COFFEE/@43.6588244,-79.3821355,17z/data=!3m1!4b1!4m6!3m5!1s0x882b3561a1bf4c89:0xde0a2caed996c678!8m2!3d43.6588244!4d-79.3821355!16s%2Fg%2F11v6stqb51?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,19,美国,345 7th Ave,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Penn Station,https://www.google.com/maps/search/Cotti+Coffee+345+7th+Ave+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,20,美国,54st Brooklyn,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Sunset Park,https://www.google.com/maps/search/Cotti+Coffee+54st+Brooklyn+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,22,美国,86st Brooklyn,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Bensonhurst,https://www.google.com/maps/search/Cotti+Coffee+86st+Brooklyn+United+States,建议人工确认真实 place 链接
低,暂无评分评论,无需补评分；保留真实 place 链接，并在备注保留 【confirmed:no_reviews】,【confirmed:no_reviews】真实门店，暂无评分评论,23,美国,Botan Sushi,暂无评分评论,【confirmed:no_reviews】真实门店，暂无评分评论,Cotti Coffee - Botan Sushi,"https://www.google.com/maps/place/Cotti+Coffee+-+Botan+Sushi/@33.6496634,-117.834787,17z/data=!4m7!3m6!1s0x80dcdf0066decceb:0x81730d863bc1358a!8m2!3d33.649659!4d-117.8322121!15sChFCb3RhbiBTdXNoaSBjb3R0aVoTIhFib3RhbiBzdXNoaSBjb3R0aZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F11yrl89l_p?entry=tts&g_ep=EgoyMDI2MDUyMC4wIPu8ASoASAFQAw%3D%3D&skid=1de6f296-b444-4689-86c1-684d350eaa99",已人工标记为 暂无评分评论；后续周更会继续尝试但不作为高优先级失败
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,24,美国,Chinatown Chicago,需人工核对,【reject】门店名称疑似误命中：Chinatown,,https://www.google.com/maps/search/Chinatown+Chicago+United+States,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,24,美国,Chinatown Chicago,需人工核对,【reject】门店名称疑似误命中：Chinatown,,https://www.google.com/maps/search/Chinatown+Chicago+United+States,请确认是否已进入负样本库
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,24,美国,Chinatown Chicago,需人工核对,【reject】门店名称疑似误命中：Chinatown,,https://www.google.com/maps/search/Chinatown+Chicago+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,25,美国,Cobble Hill,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Cobble Hill,https://www.google.com/maps/search/Cotti+Coffee+Cobble+Hill+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,26,美国,Loop Chicago,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Loop Chicago,https://www.google.com/maps/search/Cotti+Coffee+Loop+Chicago+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,27,美国,MTSU,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - MTSU,https://www.google.com/maps/search/Cotti+Coffee+MTSU+United+States,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,28,美国,NYSoho,需人工核对,未能从页面可见文本解析到评分与评论数；HTTP兜底无可用结构化数据,Cotti Coffee - Botan Sushi,"https://www.google.com/maps/place/Cotti+Coffee+-+Botan+Sushi/@33.6496634,-117.834787,17z/data=!4m7!3m6!1s0x80dcdf0066decceb:0x81730d863bc1358a!8m2!3d33.649659!4d-117.8322121!15sChFCb3RhbiBTdXNoaSBjb3R0aVoTIhFib3RhbiBzdXNoaSBjb3R0aZIBC2NvZmZlZV9zaG9w4AEA!16s%2Fg%2F11yrl89l_p?entry=tts&g_ep=EgoyMDI2MDUyMC4wIPu8ASoASAFQAw%3D%3D&skid=1de6f296-b444-4689-86c1-684d350eaa99",当前状态需要人工确认
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,29,美国,New Dorp,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 庫迪咖啡-New Dorp,https://www.google.com/maps/search/Cotti+Coffee+New+Dorp+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,30,美国,Newport Ave Tustin,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Tustin,https://www.google.com/maps/search/Cotti+Coffee+Newport+Ave+Tustin+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,31,美国,Northwestern University,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Northwestern University,https://www.google.com/maps/search/Cotti+Coffee+Northwestern+University+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,33,美国,PEARL HIGHLANDS,已查询,搜索结果第一条命中，建议抽查,COTTI COFFEE-PEARL HIGHLANDS,https://www.google.com/maps/search/Cotti+Coffee+PEARL+HIGHLANDS+United+States,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,36,美国,Valley/Abbot San Gabriel,需人工核对,【reject】评论数异常暴增（原 99 → 本次 225），疑似误命中商场/其它POI,COTTI COFFEE,https://www.google.com/maps/search/Cotti+Coffee+Valley%2FAbbot+San+Gabriel+United+States,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,36,美国,Valley/Abbot San Gabriel,需人工核对,【reject】评论数异常暴增（原 99 → 本次 225），疑似误命中商场/其它POI,COTTI COFFEE,https://www.google.com/maps/search/Cotti+Coffee+Valley%2FAbbot+San+Gabriel+United+States,请确认是否已进入负样本库
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,36,美国,Valley/Abbot San Gabriel,需人工核对,【reject】评论数异常暴增（原 99 → 本次 225），疑似误命中商场/其它POI,COTTI COFFEE,https://www.google.com/maps/search/Cotti+Coffee+Valley%2FAbbot+San+Gabriel+United+States,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,36,美国,Valley/Abbot San Gabriel,需人工核对,【reject】评论数异常暴增（原 99 → 本次 225），疑似误命中商场/其它POI,COTTI COFFEE,https://www.google.com/maps/search/Cotti+Coffee+Valley%2FAbbot+San+Gabriel+United+States,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,37,美国,W 23rd street,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+W+23rd+street+United+States,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,37,美国,W 23rd street,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+W+23rd+street+United+States,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,38,美国,Washington DC Convention Center,需人工核对,【reject】评论数异常暴增（原 51 → 本次 9243），疑似误命中商场/其它POI,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Washington+DC+Convention+Center+United+States,当前状态需要人工确认
高,reject备注,确认这是错误候选；保留 【reject:原因】，周更会同步进负样本库,【reject:误命中】,38,美国,Washington DC Convention Center,需人工核对,【reject】评论数异常暴增（原 51 → 本次 9243），疑似误命中商场/其它POI,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Washington+DC+Convention+Center+United+States,请确认是否已进入负样本库
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,38,美国,Washington DC Convention Center,需人工核对,【reject】评论数异常暴增（原 51 → 本次 9243），疑似误命中商场/其它POI,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Washington+DC+Convention+Center+United+States,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,38,美国,Washington DC Convention Center,需人工核对,【reject】评论数异常暴增（原 51 → 本次 9243），疑似误命中商场/其它POI,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Washington+DC+Convention+Center+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,39,美国,Williamsburg,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Williamsburg,https://www.google.com/maps/search/Cotti+Coffee+Williamsburg+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,40,美国,golden mall flushing,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee 库迪咖啡 - golden mall flushing,https://www.google.com/maps/search/Cotti+Coffee+golden+mall+flushing+United+States,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,41,德国,Altstadt,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Altstadt,https://www.google.com/maps/search/Cotti+Coffee+Altstadt+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,42,德国,Altstadt Spandau,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee – Altstadt Spandau,https://www.google.com/maps/search/Cotti+Coffee+Altstadt+Spandau+Germany,建议人工确认真实 place 链接
中,Google门店名过泛,确认链接真实后，在 E 列补成人工可识别名称，如 Cotti Coffee - 商场/街道,,43,德国,Bonner Strasse,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Bonner+Strasse+Germany,名称只有品牌词，无法辅助判断是否同店
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,43,德国,Bonner Strasse,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Bonner+Strasse+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,44,德国,Friedrichstr. Bhf,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Friedrichstr. Bhf,https://www.google.com/maps/search/Cotti+Coffee+Friedrichstr.+Bhf+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,45,德国,Kölner Dom,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Hohe Straße/Kölner Dom,https://www.google.com/maps/search/Cotti+Coffee+K%C3%B6lner+Dom+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,46,德国,Königshof Essen,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Königshof Essen,https://www.google.com/maps/search/Cotti+Coffee+K%C3%B6nigshof+Essen+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,47,德国,Lange Reihe,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Lange Reihe,https://www.google.com/maps/search/Cotti+Coffee+Lange+Reihe+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,48,德国,Leipziger Platz,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Leipziger Platz,https://www.google.com/maps/search/Cotti+Coffee+Leipziger+Platz+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,49,德国,Mönchengladbach,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Mönchengladbach,https://www.google.com/maps/search/Cotti+Coffee+M%C3%B6nchengladbach+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,50,德国,Opern Passagen,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Opern Passagen,https://www.google.com/maps/search/Cotti+Coffee+Opern+Passagen+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,51,德国,Schultheiss Quartier,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Schultheiss Quartier,https://www.google.com/maps/search/Cotti+Coffee+Schultheiss+Quartier+Germany,建议人工确认真实 place 链接
低,搜索链接,低优先级：有空再把 search 链接换成真实 /maps/place/ 链接,,52,德国,Uni Hamburg,已查询,搜索结果第一条命中，建议抽查,Cotti Coffee - Uni Hamburg,https://www.google.com/maps/search/Cotti+Coffee+Uni+Hamburg+Germany,建议人工确认真实 place 链接
高,需人工核对,打开 Google Maps，确认真实门店；真实则补 /maps/place/ 链接，不真实则备注 【reject:原因】,真实则补 place 链接；错误则写 【reject:原因】,53,比利时,Schuman,需人工核对,搜索结果第一条不确定（名称/地域与目标门店匹配度低）,Cotti Coffee,https://www.google.com/maps/search/Cotti+Coffee+Schuman+%E6%AF%94%E5%88%A9%E6%97%B6,当前状态需要人工确认
